StartDate,EndDate,Q4,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,ConfRfor,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q33_9,Q33_10,ConfRag,MoreInfoPro_1,MoreInfCon_1,Int_100_ave,Att_Ave,SN_Ave,PC_Ave,MacroReasoning_3_items_standardized_Ave,SN_general_Ave,SN_work_Ave,ProReas,ConReas,CounterThePros,CounterTheCons,ProReasFilledw0,ConReasFilledw0,CountertheProsFilledw0,CountertheConsFilledw0,ProFilledw0_minus_conFilledw0,CounterCons_minus_CounterPros
10/27/21 12:28,10/27/21 12:38,always adhere to every CDC Covid-19 recommendation at work,prevent spread of covid,cdc knows better than i do,decrease risk to coworkers, , , , , , , ,4,personal choice,"if vaccinated, low risk of spread",ear pain from masks, , , , , , , ,4,0,0,69,5,4.571428571,4.666666667,0.547650658,4,5,11,6,2,2,11,6,2,2,5,0
10/27/21 12:51,10/27/21 13:11,always adhere to every CDC Covid-19 recommendation at work,to stop the spread,to not get infected, , , , , , , , ,4,not sure if vaccine is safe, , , , , , , , , ,3,60,80,38,4,3.428571429,4,-0.780749101,4,3,7,3,4,2,7,3,4,2,4,-2
10/27/21 13:25,10/27/21 13:51,always adhere to every CDC Covid-19 recommendation at work,To limit my exposure to COVID-19,To decrease the risk of spreading COVID-19 to someone else in my office,To limit my exposure to the flu,To decrease the risk of spreading the flu to someone else in my office,To limit the spread of other illnesses within our office,Because it's good to model these behaviors in front of others so they do them too,As a courtesy to others so they feel safe, , , ,4,I don't believe every recommendation is 100% necessary,I work with a very small number of people who are all fully vaccinated so I believe our risks are low,"Sometimes I need to get within 6 feet of someone, such as when showing them something on the computer", , , , , , , ,3,20,30,58.66666667,5,4.428571429,4,-0.084335037,5,4,15,5,3,4,15,5,3,4,10,1
10/27/21 13:27,10/27/21 14:00,always adhere to every CDC Covid-19 recommendation at work, , , , , , , , , , , ,Vaccine has not been fully vetted,Covid 19 is not generally a severe disease,I live in a small town with very few people, , , , , , , ,4, ,5,10.33333333,1.666666667,1.857142857,1,-2.956904726,3,1, ,10, ,2,0,10,0,2,-10,2
10/27/21 18:25,10/27/21 18:39,always adhere to every CDC Covid-19 recommendation at work,I don't want to get sick,I dont want others to get sick,Set a good example for my students, , , , , , , , ,Masks can be annoying,Its a pain constantly reminding the kids, , , , , , , , ,4,0,0,69,5,5,3,0.747679745,5,5,11,0,1,3,11,0,1,3,11,2
10/27/21 20:44,10/27/21 20:56,always adhere to every CDC Covid-19 recommendation at work,keep coworkers healthy,keep myself healthy,keep customers healthy, , , , , , , ,3,it is inconvientant,it is expensive, , , , , , , , ,3,4,25,51.66666667,1.333333333,4,2.666666667,0.747679745,4,4,8,2, ,8,8,2,0,8,6,8
10/27/21 17:47,10/27/21 17:59,always adhere to every CDC Covid-19 recommendation at work,To avoid being infected with covid,To avoid infecting someone else with covid,To be a good citizen,To help end the pandemic, , , , , , ,4, , , , , , , , , , , ,0, ,69,5,4.428571429,5,0.747679745,5,4,15, , , ,15,0,0,0,15,0
10/27/21 12:54,10/27/21 13:18,always adhere to every CDC Covid-19 recommendation at work,To avoid getting sick.,To avoid passing an illness on to others.,To not bring illness home to my family.,To be able to continue to go to work and provide for my family., , , , , , ,4,Its hard to breathe at times with a mask on,"Its sometimes hard to keep a safe distance from other people, it makes it harder to do the job", , , , , , , , ,4,0,0,64,5,5,3,0.747679745,5,5,16,2, , ,16,2,0,0,14,0
10/29/21 17:57,10/29/21 18:06,always adhere to every CDC Covid-19 recommendation at work,To stay safe,Prevent sickness,Spreading germs,Stay healthy, , , , , , , , , , , , , , , , , ,4,1, ,69,5,5,5,0.747679745,5,5,16, , , ,16,0,0,0,16,0
10/27/21 12:21,10/27/21 12:40,always adhere to every CDC Covid-19 recommendation at work,Helps limit chance of me getting covid,Helps limit change of me giving covid,It's a work requirement,it's good general practices for any disease/flu/cold, , , , , , ,4,Wearing masks gets old after a while,it's hard to not touch your face,it's not easy to always have sanitizer handy, , , , , , , ,4,1,10,58.66666667,4.666666667,4.571428571,3.666666667,-0.084335037,4.666666667,4.5,13,7,1,7,13,7,1,7,6,6
10/28/21 2:30,10/28/21 2:43,always adhere to every CDC Covid-19 recommendation at work,You have a less likely chance of catching Covid-19,You have a less chance of spreading Covid-19,You have a less chance of catching other illnesses, , , , , , , ,4,It makes some tasks harder complete,You have to constantly stop what you are doing to clean,You have to be weary of everyone you see., , , , , , , ,4,20,11,64.66666667,4.333333333,4.571428571,4,0.747679745,4,5,8,2, ,5,8,2,0,5,6,5
10/30/21 15:21,10/30/21 15:42,always adhere to every CDC Covid-19 recommendation at work, , , , , , , , , , ,4,Dont believe the virus is real,Doesn't matter who u are or what u try to do you will get sick,Vaccinated doesnt keep you from the virus or spreading it., , , , , , , ,4, ,0,69,5,4.428571429,5,-1.304641577,5,4, ,9, ,2,0,9,0,2,-9,2
10/27/21 23:27,10/27/21 23:55,always adhere to every CDC Covid-19 recommendation at work,For my own safety,For the safety of my co-workers,So that the business does not have to shut down due to lack of employees contracting Covid,If I contracted Covid I would not be able to meet my financial responsibilities, , , , , , ,4,The face mask is hot and fogs up my safety glasses,It's more work to disinfect my work area before I start working,It's annoying trying to keep six feet of distance between myself and my co-workers,I don't like shots, , , , , , ,4,0,0,65.33333333,5,4.571428571,3.666666667,-0.084335037,4.666666667,4.5,14,6,0,3,14,6,0,3,8,3
10/28/21 9:50,10/28/21 10:01,always adhere to every CDC Covid-19 recommendation at work,to mitigate the spread of COVID to my co-workers and their loved ones., , , , , , , , , ,3,Not sure if wearing maskings are effective., , , , , , , , , ,2,60,81,35.33333333,4,3.142857143,3.333333333,-0.472626795,3.333333333,3,3,1, ,2,3,1,0,2,2,2
10/27/21 14:23,10/27/21 14:34,always adhere to every CDC Covid-19 recommendation at work, , , , , , , , , , , ,Over bearing,Invasive,Forced vaccination is evil,Stops productivity,Doesn’t follow science, , , , , ,4, ,8,0.333333333,1,1,1,-2.956904726,1,1, ,16, ,3,0,16,0,3,-16,3
10/29/21 0:11,10/29/21 0:45,always adhere to every CDC Covid-19 recommendation at work,Safety,Stress management,General cleanliness,Professionalism,Law abiding citizen,It's expected by customers,Lead by example,Keep business open,Wanting pandemic to end,Just doing your job,4,Don't believe covid is real,Believes natural immunity will keep you safe,herd immunity,Goes against basic rights,Don't care,Already got covid,Already got vaccinated,Belief that god has a plan,Just to make people angry for laughs,Anarchy,4,50,50,55.33333333,4.333333333,4,3.333333333,-0.084335037,4,4,30,6,5,19,30,6,5,19,24,14
10/27/21 13:12,10/27/21 13:27,always adhere to every CDC Covid-19 recommendation at work,"They are standard, common-sense recommendations","Scientists, not politicians, determined the recommendations",A pandemic is no time to be anti-intelligence, , , , , , , ,4,The hand and surface washing are not as effective in SARS-Co-V-2,I occasionally forget to mask up when others enter my (secluded) area, , , , , , , , ,4,1,5,58.66666667,5,4.428571429,4,0.747679745,4.666666667,4.25,12,3, ,3,12,3,0,3,9,3
10/31/21 16:54,10/31/21 17:03,always adhere to every CDC Covid-19 recommendation at work,to keep myself from getting sick,to keep others from getting sick,to avoid shut downs,avoiding disruptions to workflow, , , , , , ,4, , , , , , , , , , ,4,15, ,64,5,5,4.666666667,0.747679745,5,5,10, ,2, ,10,0,2,0,10,-2
10/27/21 16:44,10/27/21 16:54,always adhere to every CDC Covid-19 recommendation at work,keep myself and others safe, , , , , , , , , ,4, , , , , , , , , , , ,0, ,69,5,5,3.666666667,0.747679745,5,5,3, , , ,3,0,0,0,3,0
10/27/21 14:39,10/27/21 14:47,always adhere to every CDC Covid-19 recommendation at work,I dont want to get sick,I don't want to get others sick, , , , , , , , ,4,It takes time,Not always possible,Am a chronic face toucher, , , , , , , ,4,0,0,61.66666667,5,4.142857143,4,-0.272597708,5,3.5,8,8,0,4,8,8,0,4,0,4
10/27/21 13:25,10/27/21 13:54,always adhere to every CDC Covid-19 recommendation at work,Avoid death,Avoid sickness,Family safe,Coworkers safe,Keep the business going,Do my part for society,End this pandemic,Learn from others who didn’t listen, , ,4,Tiresome,Inconvenience,Money for supplies,You are assigned a political party with compliance, , , , , , ,4,15,30,62.33333333,5,4.571428571,4,0.747679745,4.666666667,4.5,26,7,8,9,26,7,8,9,19,1
10/30/21 10:53,10/30/21 11:21,always adhere to every CDC Covid-19 recommendation at work,Stay healthy,Not spread Covid-19,To follow guidleines,To protect yourself,To protect others, , , , , ,4,Intereferes with work,Makes doing things harder,Makes you uncomfortable,Different to norm,Keeps people from being close,Loneliness,Isolation,Feels different,Harder to do things, ,4,0,0,60.66666667,5,5,1,0.747679745,5,5,19,22,2,4,19,22,2,4,-3,2
10/27/21 19:15,10/27/21 19:41,always adhere to every CDC Covid-19 recommendation at work,for my health,for my students health,for my coworkers health, , , , , , , ,3,I never get sick,I don't feel it helps, , , , , , , , ,3,0,50,7.333333333,3.333333333,2.142857143,3.666666667,0.239528352,3.666666667,1,11,4, ,3,11,4,0,3,7,3
10/28/21 11:39,10/28/21 11:49,always adhere to every CDC Covid-19 recommendation at work,Be respectful of others,Try to slow/stop the spread of the disease,Protect others in my workplace, , , , , , , ,4,I'm vaccinated and am not worried about catching it,Most of the people in my workplace are vaccinated, , , , , , , , ,2,5,20,62,5,3.714285714,4.333333333,-0.084335037,3,4.25,10,2,1,4,10,2,1,4,8,3
10/31/21 9:30,10/31/21 9:39,always adhere to every CDC Covid-19 recommendation at work,avoid getting sick,avoid getting others sick,don't miss work,having others not miss work, , , , , , ,4, , , , , , , , , , , ,0, ,67,5,5,4.333333333,0.747679745,5,5,14, , , ,14,0,0,0,14,0
10/27/21 12:19,10/27/21 12:28,always adhere to every CDC Covid-19 recommendation at work,stay healthy,keep others healthy,help prevent spread of covid-19, , , , , , , ,4, , , , , , , , , , ,4,0, ,69,5,5,5,0.747679745,5,5,12, ,2, ,12,0,2,0,12,-2
10/27/21 16:50,10/27/21 17:06,always adhere to every CDC Covid-19 recommendation at work,self health and safety,to continue working,my co-workers, , , , , , , ,4, , , , , , , , , , ,4,0, ,69,5,5,5,0.547650658,5,5,12, , , ,12,0,0,0,12,0
10/27/21 13:12,10/27/21 13:41,always adhere to every CDC Covid-19 recommendation at work,I do not want to get sick!,I work around people who have not been vaccinated.,I have to be around people I don't know., , , , , , , ,3,Sometimes it is impossible to stay 6 feet away.,I think masks and hand-washing are more important than disinfecting.,It's impossible to keep frequently touched surfaces disinfected., , , , , , , ,2,0,30,52,4,3.428571429,2.666666667,0.547650658,4,3,7,8,0,3,7,8,0,3,-1,3
10/27/21 12:50,10/27/21 13:06,always adhere to every CDC Covid-19 recommendation at work,To protect your own health,To protect the health of others,Increase overall health practices,Increase trust and support,Prevent death,Lessen the burden on health professionals,Provide customers a sense of security, , , ,4,The hinder communication,Increase in time spent doing hygiene,More water and material consumption,Masks and Ppe are increasing trash,Cost of maintaining COVID precautions, , , , , ,4,63,51,69,5,5,5,-0.580720014,5,5,23,9,1,0,23,9,1,0,14,-1
10/27/21 12:33,10/27/21 13:21,always adhere to every CDC Covid-19 recommendation at work,Because I want to ensure that I do not get sick.,To ensure that others also don't get sick.,So that I won't be labeled as an outsider., , , , , , , ,3,I may not entirely agree with the CDC.,There is too much misinformation and disinformation out there.,"The mainstream media uses propaganda to affect change in the world, which has led to the very circumstances that exists for all American citizens today.", , , , , , , ,4,64,79,39.33333333,2.666666667,4,3,-2.32491903,4,4,6,10,3,0,6,10,3,0,-4,-3
10/27/21 12:20,10/27/21 12:32,always adhere to every CDC Covid-19 recommendation at work,To keep myself safe,To keep others safe, , , , , , , , ,4,Sometime I think the mask is unnecessary,Some things I feel are not needed after the vaccine,Can't always be compliant in a work setting, , , , , , , ,3,15,50,48.33333333,5,4,3,0.051265681,4,4,7,6,1,6,7,6,1,6,1,5
10/28/21 15:27,10/28/21 15:43,always adhere to every CDC Covid-19 recommendation at work,to keep others safe,to keep myself safe,following the rules,keeping patrons safe,not getting in trouble, , , , , ,4,arbitrary rules,don't see the need for some,laziness/uncomfortable, , , , , , , ,3,15,40,51.66666667,4.666666667,4.142857143,3.666666667,-0.084335037,3.666666667,4.5,11,6,5,6,11,6,5,6,5,1
10/27/21 12:46,10/27/21 13:06,always adhere to every CDC Covid-19 recommendation at work,To not get fired,So people will not get upset with me,It is mandatory at the office,To reduce rhe risk of getting sick no matter how low it already is, , , , , , ,4,Masks gets in the way,Staying 6 feet apart from co workers is practically impossible since we work in close quarters and teams,Hard to hear people discuss things when far away and wearing masks,I don't trust the vaccine,It lowers team building and unity, , , , , ,4,0,0,32,2.666666667,3.428571429,2.666666667,0.035524599,3.666666667,3.25,12,11,0,4,12,11,0,4,1,4
10/27/21 12:56,10/27/21 13:04,always adhere to every CDC Covid-19 recommendation at work,keep from getting sick,keep from spreading illness, , , , , , , , ,4,masks are annoying,it is hard to socially distance with special ed students, , , , , , , , ,3,10,5,48.33333333,5,5,3,-0.084335037,5,5,6,3,2,3,6,3,2,3,3,1
10/27/21 12:42,10/27/21 12:58,always adhere to every CDC Covid-19 recommendation at work,I do not want to catch COVID,I want to respect the rules set up at work,I want to keep other people safe, , , , , , , ,3, , , , , , , , , , ,4,4, ,62.33333333,4.666666667,5,4,0.747679745,5,5,9, ,0, ,9,0,0,0,9,0
10/27/21 17:34,10/27/21 17:53,always adhere to every CDC Covid-19 recommendation at work,don't want to get sick,respecting the rules,don't want to get in any trouble, , , , , , , ,4,lazy,forget,think I can get away with it, , , , , , , ,4,1,0,55.33333333,5,5,3.333333333,-0.700579651,5,5,10,6,1, ,10,6,1,0,4,-1
10/27/21 16:14,10/27/21 16:25,always adhere to every CDC Covid-19 recommendation at work,To stop the spread of Covid-19., , , , , , , , , ,3,It's inconvenient to always adhere to recommendations., , , , , , , , , ,3,0,0,65.33333333,4.666666667,4.285714286,3.666666667,0.747679745,4,4.5,3,1, , ,3,1,0,0,2,0
10/27/21 12:54,10/27/21 13:13,always adhere to every CDC Covid-19 recommendation at work,To keep from catching Covid,To keep from spreading Covid if I should be a carrier,To keep my employees from getting sick,To keep employees working so our productivity doesn't drop,The company requires it,It's the right thing to do, , , , ,4,There are times that I can't disinfect things as often as I'd like because I'm so busy,There are times when it's impossible to keep the proper distance from others,There are some shared areas / equipment that we sometimes forget to disinfect, , , , , , , ,4,24,24,62,5,4.714285714,2.333333333,-0.084335037,5,4.5,23,7,0,2,23,7,0,2,16,2
10/28/21 0:01,10/28/21 0:14,always adhere to every CDC Covid-19 recommendation at work,to protect family,to protect friends,to protect myself from others,unsure if others around me are vaccinated,to ensure my optimal safety,its the moral thing to do,employer mandate, , , ,4,intrusive,hard to express emotion,hard to communicate effectively,environment seems safe, , , , , , ,4,3,2,69,5,5,4.333333333,0.239528352,5,5,22,8,4,5,22,8,4,5,14,1
10/28/21 18:14,10/28/21 18:33,always adhere to every CDC Covid-19 recommendation at work,it doesn't take that much effort,It might help prevent us from infecting each other,"It looks good to some of our clients, who are sensitive to this issue", , , , , , , ,4,No one wants to be the one to enforce these policies,I simply forget sometimes,I don't really feel at risk so I don't really care that much, , , , , , , ,4,0,0,60.33333333,4,4,4,0.747679745,4,4,7,7,2,5,7,7,2,5,0,3
10/27/21 12:27,10/27/21 12:43,always adhere to every CDC Covid-19 recommendation at work,keep myself safe,keep my co-workers safe,employer policy,cdc recommendation,it's the right thing to do, , , , , ,4, , , , , , , , , , ,4,0, ,55.33333333,5,5,5,0.747679745,5,5,13, , , ,13,0,0,0,13,0
10/29/21 16:42,10/29/21 16:55,always adhere to every CDC Covid-19 recommendation at work,to not infect others,many of the reommendations are good hyge,so that i do not expose myself to covid,also prevent the flu, , , , , , , ,difficult to work in an office and adhere,covid is not deadly to healthy adults, , , , , , , , ,4,19,16,10.66666667,4,1.857142857,1.666666667,-0.872684969,2.666666667,1.25,11,4,2, ,11,4,2,0,7,-2
10/27/21 17:14,10/27/21 17:24,always adhere to every CDC Covid-19 recommendation at work, , , , , , , , , , , ,It's been a year already,contradicting information about what works and doesn't work today,Wash your hands a no brainer,we are adults,we don't need to be told by the government how to live, , , , , ,4, ,3,34.66666667,2.666666667,2.857142857,2.333333333,-2.444778667,2,3.5, ,20, , ,0,20,0,0,-20,0
10/27/21 14:48,10/27/21 15:27,always adhere to every CDC Covid-19 recommendation at work,avoid getting COVID,avoid transmitting COVID to others, , , , , , , , ,4,don't need to adhere to all recommendations,wearing a mask all day is difficult,fully vaccinated now,current COVID cases are declining, , , , , , ,3,5,5,20.33333333,3,2.428571429,4,-1.936627273,3,2,5,14,1,6,5,14,1,6,-9,5
10/31/21 4:17,10/31/21 4:49,always adhere to every CDC Covid-19 recommendation at work,washing my hands throughout the day,distance from others,always wear a mask,quarantine often, , , , , , ,4, , , , , , , , , , ,4,3, ,69,5,5,5,0.747679745,5,5,16, , , ,16,0,0,0,16,0
10/28/21 14:58,10/28/21 15:07,always adhere to every CDC Covid-19 recommendation at work, , , , , , , , , , , , , , , , , , , , , , , , ,52.33333333,4.666666667,4.428571429,5,0.423816357,4.333333333,4.5, , , , ,0,0,0,0,0,0
10/27/21 14:17,10/27/21 14:25,always adhere to every CDC Covid-19 recommendation at work,To keep myself safe.,To keep others safe.,To avoid liability for a lawsuit.,To provide safe accurate care and promote a safe environment., , , , , , ,3,It is annoying at times.,It is tedious and takes a lot of time.,I do not agree with the CDC., , , , , , , ,3,29,32,62.33333333,4.333333333,4.142857143,2.666666667,-0.084335037,4,4.25,14,3,3,2,14,3,3,2,11,-1
10/27/21 21:50,10/27/21 22:21,always adhere to every CDC Covid-19 recommendation at work,avoid spreading virus,avoid catching virus, , , , , , , , ,4,forgetting particular recommendation,mask gets uncomfortable, , , , , , , , ,4,0,0,69,5,5,4,0.359387988,5,5,8,2,0,4,8,2,0,4,6,4
10/27/21 19:38,10/27/21 19:52,always adhere to every CDC Covid-19 recommendation at work,to stay safe,to not get sick,to protect my family,to protect the customers,so i wont miss work,to protect my coworkers, , , , ,4,when getting customers to sign paperwork or to teach them to use new device have to be side by side instead of 6 feet away, , , , , , , , , ,3,0,0,62,5,3.571428571,4.333333333,0.11569405,5,2.5,24,2, ,0,24,2,0,0,22,0
10/29/21 14:15,10/29/21 14:29,always adhere to every CDC Covid-19 recommendation at work,I don’t want to get sick,I don’t want to get anyone else sick, , , , , , , , ,4, , , , , , , , , , ,4,0, ,35.66666667,5,4.857142857,5,0.747679745,5,4.75,8, , , ,8,0,0,0,8,0
10/29/21 23:38,10/29/21 23:46,always adhere to every CDC Covid-19 recommendation at work,I don’t want to get sick,I don’t want to get anyone else sick, , , , , , , , ,4, , , , , , , , , , ,4,0, ,69,5,4.714285714,5,0.747679745,4.666666667,4.75,8, , , ,8,0,0,0,8,0
10/27/21 15:33,10/27/21 15:44,always adhere to every CDC Covid-19 recommendation at work,To avoid getting covid,To keep family from catching Covid,To keep friends from getting it,To help not spread covid, , , , , , ,4,The masks are uncomfortable,Sometimes sanitizer is unavailable, , , , , , , , ,4,18,22,9.666666667,3.333333333,2.142857143,2.333333333,-0.796490184,2.333333333,2,9,2,12,6,9,2,12,6,7,-6
10/27/21 23:47,10/28/21 0:03,always adhere to every CDC Covid-19 recommendation at work,To stay healthy,To not spread COVID unknowingly to others,Courteous,To protect your loved ones, , , , , , ,4,Takes extra time,Inconvenient, , , , , , , , ,2,5,10,66.66666667,4.666666667,3.142857143,4,-0.084335037,4,2.5,12,2,0,1,12,2,0,1,10,1
10/27/21 14:25,10/27/21 14:39,always adhere to every CDC Covid-19 recommendation at work,To protect others.,To make others feel comfortable.,Rules of the company i work for., , , , , , , ,4,do not want to be controlled by govt, , , , , , , , , ,4,0,3,65.66666667,5,4.428571429,5,-0.084335037,5,4,12,1,0,2,12,1,0,2,11,2
10/31/21 9:04,10/31/21 9:23,always adhere to every CDC Covid-19 recommendation at work,in my work I enter medical or clinical locations,such as to not get sick so that I can continue to earn a living,to keep my family safe,some of the clients demand that we follow all COVID-19 protocols, , , , , , ,4, , , , , , , , , , , ,1, ,68.66666667,5,4.714285714,4.666666667,0.747679745,5,4.5,15, ,0, ,15,0,0,0,15,0
10/27/21 12:32,10/27/21 12:44,always adhere to every CDC Covid-19 recommendation at work,To protect others, , , , , , , , , ,4,Some are unnecessary, , , , , , , , , ,3,15,12,10.66666667,3,2.714285714,3.333333333,-1.936627273,3.333333333,2.25,2,3,2, ,2,3,2,0,-1,-2
10/27/21 12:40,10/27/21 13:04,always adhere to every CDC Covid-19 recommendation at work,To keep myself as germ free as possible,To keep from transferring germs to those around me,To help keep the environment comfortable for those present, , , , , , , ,4,To save time,Closeness with others who are friends,Uncomfortable (masks),Hard to break habits (hands around face),Lack of trust in current vaccinations,Uncomfortable with the risk/reward of vaccinations and the 'forced' nature by government, , , , ,4,0,76,0.333333333,3.666666667,2.714285714,1,-1.936627273,3.666666667,2,10,14,1,8,10,14,1,8,-4,7
10/27/21 18:12,10/27/21 18:24,always adhere to every CDC Covid-19 recommendation at work,so you don't get covid,"so that you don't infect anyone, knowingly or not","so that those who cannot be vaccinated are still protected by us, the vaccinated",so you won't have long term health issues, , , , , , ,4,no one else is in the room,"you work by yourself in a large, ventilated area",you are outside, , , , , , , ,4,8,13,63.66666667,4.666666667,2.285714286,4.333333333,0.747679745,4,1,16,9,0,3,16,9,0,3,7,3